session_name,model_name,shot_strategy,planning,time_diff_seconds
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,21
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,5
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,27
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,5
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,3
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,8
Session-2025-07-09-10-35-13,gpt-4.1-mini,zeroshot,0,9
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,8
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,9
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,11
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,6
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,7
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,10
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,7
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,9
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,8
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,10
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,6
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,5
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,12
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,7
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,20
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,9
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,8
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,16
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,9
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,16
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,7
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,3
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,10
Session-2025-07-09-10-40-56,claude-sonnet-4-20250514,zeroshot,0,7
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,10
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,12
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,14
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,12
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,8
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,9
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,8
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,8
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,12
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,10
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,13
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,13
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,13
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,10
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,10
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,13
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,4
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,12
Session-2025-07-09-10-50-21,claude-sonnet-4-20250514,zeroshot,1,11
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,9
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,14
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,13
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,8
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,7
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,24
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,11
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,9
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,8
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,21
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,8
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,4
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,20
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,22
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,16
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,22
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,14
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,23
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,12
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,17
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,8
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,5
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,27
Session-2025-07-09-10-58-37,gpt-4.1-mini,zeroshot,1,11
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,24
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,29
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,26
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,13
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,27
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,32
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,42
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,15
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,45
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,8
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,14
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,18
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,19
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,14
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,31
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,27
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,20
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,26
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,22
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,29
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,24
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,11
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,30
Session-2025-07-09-11-08-31,gemini-2.5-flash,zeroshot,1,19
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,31
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,40
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,39
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,11
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,17
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,30
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,18
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,17
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,38
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,19
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,15
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,13
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,34
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,18
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,27
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,25
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,28
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,34
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,35
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,26
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,14
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,12
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,28
Session-2025-07-09-11-19-43,gemini-2.5-flash,oneshot,0,28
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,21
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,16
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,10
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,4
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,11
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,9
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,7
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,26
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,11
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,8
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,7
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,5
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,24
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,41
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,7
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,20
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,4
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,16
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,13
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,8
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,6
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,2
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,8
Session-2025-07-09-11-30-28,gpt-4.1-mini,oneshot,0,8
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,8
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,10
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,8
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,11
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,11
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,5
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,6
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,16
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,11
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,11
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,8
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,3
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,9
Session-2025-07-09-11-36-44,claude-sonnet-4-20250514,oneshot,0,7
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,11
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,10
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,16
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,11
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,11
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,13
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,7
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,6
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,11
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,13
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,10
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,10
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,14
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,8
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,13
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,10
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,4
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,10
Session-2025-07-09-11-45-05,claude-sonnet-4-20250514,oneshot,1,9
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,11
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,15
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,17
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,7
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,13
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,12
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,11
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,26
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,7
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,14
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,8
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,8
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,15
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,20
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,11
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,9
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,14
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,12
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,7
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,19
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,10
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,7
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,12
Session-2025-07-09-11-51-18,gpt-4.1-mini,oneshot,1,15
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,32
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,24
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,25
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,12
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,22
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,37
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,17
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,17
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,21
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,15
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,9
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,23
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,26
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,11
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,43
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,21
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,36
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,20
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,17
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,20
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,24
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,16
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,30
Session-2025-07-09-11-59-58,gemini-2.5-flash,oneshot,1,34
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,49
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,18
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,29
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,11
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,20
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,21
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,34
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,15
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,26
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,17
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,21
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,21
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,18
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,14
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,27
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,22
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,20
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,24
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,19
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,24
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,19
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,16
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,37
Session-2025-07-09-12-10-32,gemini-2.5-flash,fewshot,0,24
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,8
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,24
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,11
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,3
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,19
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,14
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,9
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,7
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,5
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,20
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,4
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,5
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,8
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,9
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,17
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,17
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,17
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,13
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,9
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,13
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,9
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,3
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,13
Session-2025-07-09-12-21-38,gpt-4.1-mini,fewshot,0,15
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,10
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,12
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,13
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,7
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,9
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,15
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,11
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,13
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,6
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,7
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,5
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,12
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,27
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,13
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,10
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,10
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,9
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,32
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,12
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,10
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,4
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,31
Session-2025-07-09-12-33-20,claude-sonnet-4-20250514,fewshot,0,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,12
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,17
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,8
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,10
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,13
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,12
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,9
Session-2025-07-09-12-45-34,claude-sonnet-4-20250514,fewshot,1,11
